,Nama,Parti,Jawatan dalam Parlimen,Jawatan dalam Kabinet,Tempat Duduk,Parlimen,Kawasan,Negeri,No. Telefon,No. Faks,Email,Alamat Surat-menyurat,image_URL,,MAKLUMAT,Media Sosial
207,Tuan Wong Hon Wai,PH - DAP,,,E-42,P048,Bukit Bendera,Pulau Pinang,04-8930352,,wonghonwai1973@gmail.com,"No.14,Jalan Evergreen 5,10470 Mount Erskine,Pulau Pinang.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.048-BUKIT BENDERA.png,,MAKLUMAT,
208,Tuan P. Prabakaran,PH - PKR,,,E-55,P115,Batu,Kuala Lumpur,03-27127115,03-27128115,prabaparam@gmail.com,"698 Unit 1-1-7,Kompleks Kantonment Prima, Jalan Sultan Azlan Shah,51200 Kuala Lumpur.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.115-BATU.png,,MAKLUMAT,
209,Tuan Pang Hok Liong,PH - DAP,,,D-48,P142,Labis,Johor,,,magnacartaphl@yahoo.com,"No. 3, Jalan Putra 1/39, Bandar Putra, 85000 Segamat, Johor Darul Takzim.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.142-LABIS.png,,MAKLUMAT,
210,Puan Vivian Wong Shir Yee,PH - DAP,,,D-54,P186,Sandakan,Sabah,089-218713,,vivianwongshiryee@gmail.com,"Pusat Khidmat Rakyat Parlimen P186 Sandakan, B-7-2, Tingkat 2, Lorong Letat Jaya 1, Bandar Letat Jaya, Sandakan, Sabah.",https://www.parlimen.gov.my//images/webuser/ahli/2019/YB Sandakan.jpg,,MAKLUMAT,
211,Dr. Maszlee bin Malik,PH - PKR,,,E-4,P151,Simpang Renggam,Johor,07-7550217,07-7550718,nursulaimanz@gmail.com,"37, JALAN WAWASAN, PUSAT PERNIAGAAN WAWASAN, 86200 SIMPANG RENGGAM, JOHOR.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.151-SIMPANG RENGGAM.png,,MAKLUMAT,
212,Tuan Baru Bian,PSB,,,D-60,P214,Selangau,Sarawak,,082-265560,bianbaru@gmail.com,"Sublot 1, Lot 4867,Lorong Setia Raya 4F, Taman Casa Marbella,93350 Kuching,Sarawak.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.214-SELANGAU.png,,MAKLUMAT,
213,Tuan Tambat @ Jugah Anak Muyang,BEBAS,,,D-36,P203,Lubok Antu,Sarawak,,,jugahmuyang@gmail.com,"Lot 1745, 158 Top Green Height, Jalan Datuk Stephen Yong, 93250 Kuching SARAWAK.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.203-LUBOK ANTU.png,,MAKLUMAT,
214,Dato Dr. Xavier Jayakumar a/l Arulanandam,BEBAS,,,G-9,P112,Kuala Langat,Selangor,03-31802412,,kualalangatparlimen@gmail.com,"48, Jalan Pekan 2, Taman Seri,42700 Banting, Selangor Darul Ehsan.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.112-KUALA LANGAT.png,,MAKLUMAT,
215,Dato Masir Anak Kujat,BEBAS,,,D-59,P202,Sri Aman,Sarawak,014-8983385 / 016-2449802,,p202sriaman@gmail.com,"No. 2009, Lorong Stutong 16A, Height Estate, 93500 Kuching, Sarawak",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.202-SRI AMAN.png,,MAKLUMAT,
216,Dato Dr. Mohd Khairuddin bin Aman Razali,BEBAS,,,A-19,P035,Kuala Nerus,Terengganu,09-6623536,,drtakiri2015@gmail.com,"Lot PT 34232, Lembah Takir, Kg. Baru, Seberang Takir, 21300 Kuala Nerus, Terengganu.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.035-KUALA NERUS.png,,MAKLUMAT,
217,Tun Dr. Mahathir bin Mohamad,PEJUANG,,,E-1,P004,Langkawi,Kedah,03-88858900,03-88891166,drmahathir@perdana.org.my,"YAYASAN KEPIMPINAN PERDANA, NO 1, JALAN P8H, PRESINT 8, 62250 PUTRAJAYA, WILAYAH PERSEKUTUAN",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.004-Langkawi.png,,MAKLUMAT,
218,Dato Seri Utama Haji Mukhriz Tun Dr. Mahathir,PEJUANG,,,E-3,P005,Jerlun,Kedah,03-64118338,03-64118002,mukhrizm@gmail.com,"5, Jalan Tun Ismail 1, Bukit Tunku, 50480 Kuala Lumpur",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.005-Jerlun.png,,MAKLUMAT,
219,Dato Wira Haji Amiruddin bin Haji Hamzah,PEJUANG,,,E-6,P006,Kubang Pasu,Kedah,04-9172902,,amiruddinhamzah@gmail.com,"No.2, Jalan Desa Bestari 7, Taman Desa Bestari,43900 Salak Tinggi, Sepang, Selangor Darul Ehsan.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.006-Kubang Pasu.png,,MAKLUMAT,
220,Datuk Dr. Sharuddin bin Md Salleh,PEJUANG,,,E-7,P149,Sri Gading,Johor,07-4559277,,khidmatrakyatsrigading@gmail.com,"Pusat Khidmat Rakyat Parlimen Sri Gading, No.14,Jalan Kencana 1A/24,Taman Pura Kencana Sri Gading, 83300 Batu Pahat JOHOR BHARU.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.149-SRI GADING.png,,MAKLUMAT,
221,Tuan Syed Saddiq bin Syed Abdul Rahman,MUDA,,,E-5,P146,Muar,Johor,,,info@syedsaddiq.my,"Pusat Khidmat Ahli Parlimen Muar,G-6, No.1, Lot 3352,Jalan Abdul Rahman,84000 Muar, Johor Darul Takzim.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.146-MUAR.png,,MAKLUMAT,
